molecule_hash,smiles,pre-selection_counts,target_replicate_1,target_replicate_2,target_replicate_3
hash_7486,CCCCCCC,28,3,7,20
hash_7487,CCCCCCCC,13,3,5,24
hash_7488,CCCCCCCCC,17,4,2,28
hash_7489,CCCCCCCCCC,15,3,3,24
hash_7490,C,24,7,1,36
hash_7491,CC,15,11,3,24
hash_7492,CCC,13,3,6,18
hash_7493,CCCC,18,5,5,28
hash_7494,CCCCC,17,9,3,24
hash_7495,CCCCCC,12,8,6,31
hash_7496,CCCCCCC,23,5,7,32
hash_7497,CCCCCCCC,20,4,6,20
hash_7498,CCCCCCCCC,23,9,4,31
hash_7499,CCCCCCCCCC,15,6,5,29
hash_7500,C,20,6,5,21
hash_7501,CC,29,5,5,22
hash_7502,CCC,19,6,2,27
hash_7503,CCCC,14,3,3,41
hash_7504,CCCCC,17,1,8,29
hash_7505,CCCCCC,19,4,4,19
hash_7506,CCCCCCC,16,1,8,32
hash_7507,CCCCCCCC,18,2,2,24
hash_7508,CCCCCCCCC,15,4,5,20
hash_7509,CCCCCCCCCC,28,2,1,30
hash_7510,C,19,4,10,27
hash_7511,CC,21,4,7,32
hash_7512,CCC,17,3,4,30
hash_7513,CCCC,21,12,3,26
hash_7514,CCCCC,20,3,7,31
hash_7515,CCCCCC,18,5,6,23
hash_7516,CCCCCCC,27,5,6,28
hash_7517,CCCCCCCC,12,5,6,26
hash_7518,CCCCCCCCC,13,3,3,31
hash_7519,CCCCCCCCCC,20,5,4,23
hash_7520,C,23,7,3,21
hash_7521,CC,24,9,7,22
hash_7522,CCC,24,4,2,25
hash_7523,CCCC,16,5,2,23
hash_7524,CCCCC,15,4,3,28
hash_7525,CCCCCC,13,2,1,22
hash_7526,CCCCCCC,15,5,5,30
hash_7527,CCCCCCCC,23,9,5,26
hash_7528,CCCCCCCCC,16,3,2,35
hash_7529,CCCCCCCCCC,23,2,6,20
hash_7530,C,14,5,4,14
hash_7531,CC,15,2,7,25
hash_7532,CCC,20,3,2,29
hash_7533,CCCC,20,6,6,24
hash_7534,CCCCC,28,5,2,28
hash_7535,CCCCCC,12,6,5,30
hash_7536,CCCCCCC,14,8,8,30
hash_7537,CCCCCCCC,12,7,4,22
hash_7538,CCCCCCCCC,23,8,3,25
hash_7539,CCCCCCCCCC,20,5,6,25
hash_7540,C,16,6,5,25
hash_7541,CC,19,2,1,29
hash_7542,CCC,24,2,4,26
hash_7543,CCCC,15,3,7,27
hash_7544,CCCCC,21,11,6,21
hash_7545,CCCCCC,17,4,4,35
hash_7546,CCCCCCC,16,2,4,27
hash_7547,CCCCCCCC,19,5,6,30
hash_7548,CCCCCCCCC,23,3,4,28
hash_7549,CCCCCCCCCC,33,5,7,25
hash_7550,C,22,8,6,18
hash_7551,CC,25,3,3,31
hash_7552,CCC,17,5,6,22
hash_7553,CCCC,28,7,2,33
hash_7554,CCCCC,21,7,6,26
hash_7555,CCCCCC,20,3,8,21
hash_7556,CCCCCCC,18,2,8,21
hash_7557,CCCCCCCC,27,5,3,29
hash_7558,CCCCCCCCC,16,2,7,25
hash_7559,CCCCCCCCCC,15,0,7,24
hash_7560,C,25,5,1,12
hash_7561,CC,17,9,6,28
hash_7562,CCC,12,4,5,26
hash_7563,CCCC,24,7,3,22
hash_7564,CCCCC,18,3,2,21
hash_7565,CCCCCC,22,5,2,32
hash_7566,CCCCCCC,13,1,6,26
hash_7567,CCCCCCCC,19,6,10,22
hash_7568,CCCCCCCCC,16,6,4,18
hash_7569,CCCCCCCCCC,19,3,6,18
hash_7570,C,23,1,7,31
hash_7571,CC,22,2,5,27
hash_7572,CCC,21,6,7,32
hash_7573,CCCC,23,4,4,28
hash_7574,CCCCC,27,2,4,28
hash_7575,CCCCCC,23,6,2,22
hash_7576,CCCCCCC,23,6,1,25
hash_7577,CCCCCCCC,17,4,5,23
hash_7578,CCCCCCCCC,20,2,9,31
hash_7579,CCCCCCCCCC,21,4,6,20
hash_7580,C,21,5,5,29
hash_7581,CC,16,7,6,27
hash_7582,CCC,24,5,4,25
hash_7583,CCCC,16,4,4,16
hash_7584,CCCCC,16,6,2,37
hash_7585,CCCCCC,14,8,6,40
hash_7586,CCCCCCC,30,3,3,21
hash_7587,CCCCCCCC,26,2,6,31
hash_7588,CCCCCCCCC,24,4,2,32
hash_7589,CCCCCCCCCC,21,3,4,25
hash_7590,C,20,3,4,23
hash_7591,CC,21,5,5,24
hash_7592,CCC,20,4,5,26
hash_7593,CCCC,17,2,7,31
hash_7594,CCCCC,27,7,6,25
hash_7595,CCCCCC,20,6,2,31
hash_7596,CCCCCCC,15,4,4,30
hash_7597,CCCCCCCC,20,7,8,22
hash_7598,CCCCCCCCC,18,2,3,28
hash_7599,CCCCCCCCCC,21,7,6,21
hash_7600,C,19,5,5,31
hash_7601,CC,23,5,2,30
hash_7602,CCC,21,5,8,24
hash_7603,CCCC,30,1,7,28
hash_7604,CCCCC,31,4,7,23
hash_7605,CCCCCC,26,5,5,27
hash_7606,CCCCCCC,23,6,3,22
hash_7607,CCCCCCCC,14,5,6,24
hash_7608,CCCCCCCCC,21,7,6,15
hash_7609,CCCCCCCCCC,23,7,3,30
hash_7610,C,19,5,9,25
hash_7611,CC,14,0,6,25
hash_7612,CCC,22,7,4,11
hash_7613,CCCC,25,3,2,25
hash_7614,CCCCC,23,6,3,24
hash_7615,CCCCCC,11,5,5,24
hash_7616,CCCCCCC,13,7,4,20
hash_7617,CCCCCCCC,18,2,3,30
hash_7618,CCCCCCCCC,15,9,5,25
hash_7619,CCCCCCCCCC,24,4,3,17
hash_7620,C,23,5,6,32
hash_7621,CC,13,5,2,24
hash_7622,CCC,25,4,6,18
hash_7623,CCCC,20,3,6,24
hash_7624,CCCCC,16,4,6,18
hash_7625,CCCCCC,18,6,4,26
hash_7626,CCCCCCC,28,3,1,27
hash_7627,CCCCCCCC,12,5,8,23
hash_7628,CCCCCCCCC,19,7,3,30
hash_7629,CCCCCCCCCC,17,6,5,26
hash_7630,C,15,9,7,21
hash_7631,CC,19,6,5,19
hash_7632,CCC,18,4,6,23
hash_7633,CCCC,23,5,5,24
hash_7634,CCCCC,19,3,4,24
hash_7635,CCCCCC,24,5,7,28
hash_7636,CCCCCCC,10,2,2,20
hash_7637,CCCCCCCC,16,8,5,28
hash_7638,CCCCCCCCC,21,3,6,27
hash_7639,CCCCCCCCCC,21,5,4,26
hash_7640,C,17,3,8,33
hash_7641,CC,22,7,6,24
hash_7642,CCC,21,2,4,21
hash_7643,CCCC,17,4,2,30
hash_7644,CCCCC,15,5,6,27
hash_7645,CCCCCC,22,2,2,20
hash_7646,CCCCCCC,23,1,7,28
hash_7647,CCCCCCCC,21,4,4,24
hash_7648,CCCCCCCCC,23,7,4,19
hash_7649,CCCCCCCCCC,20,4,4,21
hash_7650,C,22,8,7,23
hash_7651,CC,18,0,5,28
hash_7652,CCC,21,4,3,24
hash_7653,CCCC,13,5,5,15
hash_7654,CCCCC,10,4,4,22
hash_7655,CCCCCC,23,8,4,18
hash_7656,CCCCCCC,23,5,8,23
hash_7657,CCCCCCCC,21,6,3,30
hash_7658,CCCCCCCCC,19,8,5,24
hash_7659,CCCCCCCCCC,19,1,8,21
hash_7660,C,36,6,8,28
hash_7661,CC,25,5,3,21
hash_7662,CCC,13,6,8,27
hash_7663,CCCC,24,2,6,24
hash_7664,CCCCC,28,2,5,30
hash_7665,CCCCCC,18,5,2,28
hash_7666,CCCCCCC,27,4,4,24
hash_7667,CCCCCCCC,16,3,1,21
hash_7668,CCCCCCCCC,22,3,4,32
hash_7669,CCCCCCCCCC,22,5,5,33
hash_7670,C,30,6,6,19
hash_7671,CC,22,4,6,25
hash_7672,CCC,20,3,6,23
hash_7673,CCCC,13,7,6,31
hash_7674,CCCCC,18,5,7,36
hash_7675,CCCCCC,19,6,6,27
hash_7676,CCCCCCC,23,2,2,32
hash_7677,CCCCCCCC,30,6,5,23
hash_7678,CCCCCCCCC,23,4,8,27
hash_7679,CCCCCCCCCC,12,2,5,25
hash_7680,C,21,5,5,24
hash_7681,CC,26,5,8,29
hash_7682,CCC,17,5,3,20
hash_7683,CCCC,27,1,4,21
hash_7684,CCCCC,12,11,5,14
hash_7685,CCCCCC,23,5,7,18
hash_7686,CCCCCCC,14,6,5,18
hash_7687,CCCCCCCC,24,4,5,29
hash_7688,CCCCCCCCC,17,7,2,26
hash_7689,CCCCCCCCCC,22,3,4,14
hash_7690,C,16,5,3,36
hash_7691,CC,15,0,5,34
hash_7692,CCC,21,2,5,30
hash_7693,CCCC,16,9,3,32
hash_7694,CCCCC,32,3,6,26
hash_7695,CCCCCC,15,1,4,15
hash_7696,CCCCCCC,23,6,2,35
hash_7697,CCCCCCCC,15,6,2,29
hash_7698,CCCCCCCCC,23,6,2,18
hash_7699,CCCCCCCCCC,19,6,7,19
hash_7700,C,20,3,4,19
hash_7701,CC,19,6,6,26
hash_7702,CCC,20,5,6,21
hash_7703,CCCC,23,5,4,33
hash_7704,CCCCC,30,9,8,21
hash_7705,CCCCCC,25,5,6,23
hash_7706,CCCCCCC,21,5,5,20
hash_7707,CCCCCCCC,13,3,4,37
hash_7708,CCCCCCCCC,20,2,1,34
hash_7709,CCCCCCCCCC,13,8,5,28
hash_7710,C,23,3,7,25
hash_7711,CC,14,10,2,17
hash_7712,CCC,25,4,5,36
hash_7713,CCCC,26,8,4,33
hash_7714,CCCCC,16,5,2,23
hash_7715,CCCCCC,29,4,4,30
hash_7716,CCCCCCC,25,10,4,31
hash_7717,CCCCCCCC,21,4,4,21
hash_7718,CCCCCCCCC,19,4,4,23
hash_7719,CCCCCCCCCC,24,8,8,23
hash_7720,C,13,6,2,25
hash_7721,CC,19,0,6,21
hash_7722,CCC,17,5,3,22
hash_7723,CCCC,25,2,6,17
hash_7724,CCCCC,16,2,4,21
hash_7725,CCCCCC,17,3,7,28
hash_7726,CCCCCCC,14,9,5,26
hash_7727,CCCCCCCC,28,1,7,25
hash_7728,CCCCCCCCC,17,4,11,24
hash_7729,CCCCCCCCCC,8,6,10,32
hash_7730,C,27,4,9,28
hash_7731,CC,23,3,5,29
hash_7732,CCC,21,3,5,32
hash_7733,CCCC,21,2,3,26
hash_7734,CCCCC,23,4,3,25
hash_7735,CCCCCC,21,9,8,19
hash_7736,CCCCCCC,19,5,8,24
hash_7737,CCCCCCCC,16,6,1,20
hash_7738,CCCCCCCCC,18,2,6,31
hash_7739,CCCCCCCCCC,28,0,5,27
hash_7740,C,16,4,4,23
hash_7741,CC,26,7,9,28
hash_7742,CCC,26,10,3,27
hash_7743,CCCC,14,5,8,31
hash_7744,CCCCC,24,2,3,32
hash_7745,CCCCCC,14,7,3,27
hash_7746,CCCCCCC,22,4,3,28
hash_7747,CCCCCCCC,15,3,4,22
hash_7748,CCCCCCCCC,30,4,9,26
hash_7749,CCCCCCCCCC,22,8,6,30
hash_7750,C,14,7,8,23
hash_7751,CC,21,6,6,25
hash_7752,CCC,23,3,4,23
hash_7753,CCCC,21,8,5,22
hash_7754,CCCCC,23,0,5,24
hash_7755,CCCCCC,13,3,7,19
hash_7756,CCCCCCC,22,5,7,22
hash_7757,CCCCCCCC,18,4,2,29
hash_7758,CCCCCCCCC,13,7,7,27
hash_7759,CCCCCCCCCC,21,7,5,30
hash_7760,C,19,1,5,22
hash_7761,CC,16,4,6,24
hash_7762,CCC,17,3,5,26
hash_7763,CCCC,17,2,5,18
hash_7764,CCCCC,29,6,4,34
hash_7765,CCCCCC,21,2,9,16
hash_7766,CCCCCCC,24,8,6,15
hash_7767,CCCCCCCC,27,5,6,16
hash_7768,CCCCCCCCC,23,8,4,24
hash_7769,CCCCCCCCCC,26,6,4,27
hash_7770,C,19,8,8,26
hash_7771,CC,18,6,6,26
hash_7772,CCC,20,4,4,31
hash_7773,CCCC,22,6,4,24
hash_7774,CCCCC,21,4,4,23
hash_7775,CCCCCC,20,5,9,25
hash_7776,CCCCCCC,24,5,6,28
hash_7777,CCCCCCCC,13,3,5,26
hash_7778,CCCCCCCCC,19,1,5,26
hash_7779,CCCCCCCCCC,26,8,5,20
hash_7780,C,13,4,3,25
hash_7781,CC,19,3,7,21
hash_7782,CCC,25,5,2,27
hash_7783,CCCC,24,3,5,34
hash_7784,CCCCC,30,5,6,26
hash_7785,CCCCCC,20,6,6,26
hash_7786,CCCCCCC,24,7,7,34
hash_7787,CCCCCCCC,19,4,3,30
hash_7788,CCCCCCCCC,24,3,5,37
hash_7789,CCCCCCCCCC,22,6,5,23
hash_7790,C,21,7,3,28
hash_7791,CC,13,9,8,17
hash_7792,CCC,18,4,5,16
hash_7793,CCCC,22,9,6,22
hash_7794,CCCCC,22,6,9,18
hash_7795,CCCCCC,25,3,6,18
hash_7796,CCCCCCC,17,7,5,26
hash_7797,CCCCCCCC,28,6,4,19
hash_7798,CCCCCCCCC,16,2,5,20
hash_7799,CCCCCCCCCC,20,13,1,24
hash_7800,C,14,9,8,21
hash_7801,CC,23,3,7,27
hash_7802,CCC,20,9,4,27
hash_7803,CCCC,19,3,6,19
hash_7804,CCCCC,22,7,4,17
hash_7805,CCCCCC,15,9,1,23
hash_7806,CCCCCCC,16,3,4,31
hash_7807,CCCCCCCC,17,7,7,23
hash_7808,CCCCCCCCC,18,6,2,20
hash_7809,CCCCCCCCCC,27,3,6,22
hash_7810,C,23,5,4,29
hash_7811,CC,19,3,8,23
hash_7812,CCC,16,5,3,31
hash_7813,CCCC,18,6,5,25
hash_7814,CCCCC,14,11,7,23
hash_7815,CCCCCC,24,8,6,27
hash_7816,CCCCCCC,18,4,5,27
hash_7817,CCCCCCCC,20,3,6,23
hash_7818,CCCCCCCCC,26,10,6,27
hash_7819,CCCCCCCCCC,22,6,5,28
hash_7820,C,18,3,6,27
hash_7821,CC,23,2,5,23
hash_7822,CCC,20,3,4,34
hash_7823,CCCC,20,2,4,25
hash_7824,CCCCC,25,3,8,23
hash_7825,CCCCCC,15,3,9,28
hash_7826,CCCCCCC,17,6,6,22
hash_7827,CCCCCCCC,18,6,7,24
hash_7828,CCCCCCCCC,19,3,3,22
hash_7829,CCCCCCCCCC,24,5,5,15
hash_7830,C,14,4,3,30
hash_7831,CC,15,3,8,31
hash_7832,CCC,20,6,2,24
hash_7833,CCCC,22,8,6,25
hash_7834,CCCCC,19,3,6,22
hash_7835,CCCCCC,14,2,3,27
hash_7836,CCCCCCC,14,1,4,20
hash_7837,CCCCCCCC,25,4,7,22
hash_7838,CCCCCCCCC,23,1,4,23
hash_7839,CCCCCCCCCC,27,2,8,35
hash_7840,C,13,5,7,20
hash_7841,CC,12,0,2,30
hash_7842,CCC,13,3,5,33
hash_7843,CCCC,19,3,2,27
hash_7844,CCCCC,18,5,4,27
hash_7845,CCCCCC,19,6,4,27
hash_7846,CCCCCCC,14,2,4,26
hash_7847,CCCCCCCC,16,3,8,19
hash_7848,CCCCCCCCC,18,2,6,20
hash_7849,CCCCCCCCCC,19,10,1,22
hash_7850,C,19,4,6,26
hash_7851,CC,19,9,5,28
hash_7852,CCC,14,5,0,19
hash_7853,CCCC,23,5,2,25
hash_7854,CCCCC,20,3,8,28
hash_7855,CCCCCC,9,5,3,23
hash_7856,CCCCCCC,19,5,8,27
hash_7857,CCCCCCCC,26,7,6,26
hash_7858,CCCCCCCCC,21,3,6,25
hash_7859,CCCCCCCCCC,14,4,4,28
hash_7860,C,20,4,3,24
hash_7861,CC,18,4,5,27
hash_7862,CCC,20,7,4,32
hash_7863,CCCC,19,6,3,27
hash_7864,CCCCC,16,6,9,25
hash_7865,CCCCCC,21,3,6,23
hash_7866,CCCCCCC,13,7,3,30
hash_7867,CCCCCCCC,16,9,2,31
hash_7868,CCCCCCCCC,24,6,5,25
hash_7869,CCCCCCCCCC,20,7,4,14
hash_7870,C,12,5,2,21
hash_7871,CC,21,2,6,22
hash_7872,CCC,19,8,5,27
hash_7873,CCCC,25,5,6,25
hash_7874,CCCCC,17,5,3,20
hash_7875,CCCCCC,11,9,9,21
hash_7876,CCCCCCC,19,7,4,32
hash_7877,CCCCCCCC,15,6,3,29
hash_7878,CCCCCCCCC,26,4,3,32
hash_7879,CCCCCCCCCC,21,4,1,30
hash_7880,C,19,7,4,33
hash_7881,CC,32,6,7,17
hash_7882,CCC,18,7,3,27
hash_7883,CCCC,24,5,5,30
hash_7884,CCCCC,16,5,6,24
hash_7885,CCCCCC,9,7,5,24
hash_7886,CCCCCCC,22,8,3,29
hash_7887,CCCCCCCC,27,7,6,20
hash_7888,CCCCCCCCC,20,5,6,26
hash_7889,CCCCCCCCCC,21,6,3,24
hash_7890,C,14,7,3,27
hash_7891,CC,30,5,2,26
hash_7892,CCC,19,9,13,32
hash_7893,CCCC,23,9,2,23
hash_7894,CCCCC,20,2,9,23
hash_7895,CCCCCC,19,10,12,26
hash_7896,CCCCCCC,16,12,6,40
hash_7897,CCCCCCCC,15,10,1,17
hash_7898,CCCCCCCCC,28,4,4,34
hash_7899,CCCCCCCCCC,19,7,4,33
hash_7900,C,18,3,3,27
hash_7901,CC,19,2,6,22
hash_7902,CCC,22,5,3,26
hash_7903,CCCC,28,4,6,23
hash_7904,CCCCC,17,4,7,29
hash_7905,CCCCCC,13,6,3,21
hash_7906,CCCCCCC,19,7,0,26
hash_7907,CCCCCCCC,23,6,6,18
hash_7908,CCCCCCCCC,29,2,4,29
hash_7909,CCCCCCCCCC,20,5,2,25
hash_7910,C,23,5,4,27
hash_7911,CC,12,6,11,22
hash_7912,CCC,22,1,3,23
hash_7913,CCCC,18,3,6,22
hash_7914,CCCCC,17,2,4,34
hash_7915,CCCCCC,25,2,5,21
hash_7916,CCCCCCC,14,6,4,27
hash_7917,CCCCCCCC,27,11,2,32
hash_7918,CCCCCCCCC,18,7,3,25
hash_7919,CCCCCCCCCC,24,3,7,26
hash_7920,C,15,5,6,28
hash_7921,CC,26,5,7,20
hash_7922,CCC,22,5,9,30
hash_7923,CCCC,16,5,4,32
hash_7924,CCCCC,21,8,3,19
hash_7925,CCCCCC,26,5,10,23
hash_7926,CCCCCCC,17,8,7,29
hash_7927,CCCCCCCC,18,6,9,26
hash_7928,CCCCCCCCC,17,4,5,31
hash_7929,CCCCCCCCCC,14,3,5,35
hash_7930,C,28,6,2,30
hash_7931,CC,23,4,2,33
hash_7932,CCC,20,4,1,23
hash_7933,CCCC,25,5,6,15
hash_7934,CCCCC,22,4,1,25
hash_7935,CCCCCC,26,3,6,27
hash_7936,CCCCCCC,32,4,6,20
hash_7937,CCCCCCCC,20,4,5,25
hash_7938,CCCCCCCCC,17,10,5,18
hash_7939,CCCCCCCCCC,18,4,4,15
hash_7940,C,27,4,3,22
hash_7941,CC,12,2,7,21
hash_7942,CCC,26,8,4,24
hash_7943,CCCC,18,5,3,30
hash_7944,CCCCC,25,3,2,30
hash_7945,CCCCCC,23,6,6,21
hash_7946,CCCCCCC,16,5,5,21
hash_7947,CCCCCCCC,18,2,4,24
hash_7948,CCCCCCCCC,14,6,1,25
hash_7949,CCCCCCCCCC,17,6,3,29
hash_7950,C,22,2,3,23
hash_7951,CC,15,4,10,23
hash_7952,CCC,23,5,5,21
hash_7953,CCCC,21,4,5,31
hash_7954,CCCCC,21,6,4,21
hash_7955,CCCCCC,21,7,3,27
hash_7956,CCCCCCC,16,6,5,20
hash_7957,CCCCCCCC,20,2,5,24
hash_7958,CCCCCCCCC,24,3,5,20
hash_7959,CCCCCCCCCC,12,5,10,27
hash_7960,C,19,3,11,31
hash_7961,CC,20,4,6,28
hash_7962,CCC,21,5,2,24
hash_7963,CCCC,20,2,4,30
hash_7964,CCCCC,18,6,7,17
hash_7965,CCCCCC,18,7,5,22
hash_7966,CCCCCCC,22,4,6,24
hash_7967,CCCCCCCC,16,8,1,30
hash_7968,CCCCCCCCC,24,4,2,26
hash_7969,CCCCCCCCCC,26,6,7,22
hash_7970,C,15,4,3,24
hash_7971,CC,14,4,2,31
hash_7972,CCC,16,9,2,15
hash_7973,CCCC,12,5,12,23
hash_7974,CCCCC,20,3,4,35
hash_7975,CCCCCC,26,4,5,22
hash_7976,CCCCCCC,18,4,3,26
hash_7977,CCCCCCCC,23,10,6,22
hash_7978,CCCCCCCCC,25,5,3,22
hash_7979,CCCCCCCCCC,26,6,8,33
hash_7980,C,23,5,5,22
hash_7981,CC,19,7,6,20
hash_7982,CCC,29,6,7,24
hash_7983,CCCC,15,8,2,21
hash_7984,CCCCC,24,5,10,18
hash_7985,CCCCCC,26,3,4,26
hash_7986,CCCCCCC,26,3,10,27
hash_7987,CCCCCCCC,27,7,2,24
hash_7988,CCCCCCCCC,14,6,4,21
hash_7989,CCCCCCCCCC,23,10,7,31
hash_7990,C,14,6,5,22
hash_7991,CC,27,8,5,27
hash_7992,CCC,18,8,2,20
hash_7993,CCCC,19,7,7,19
hash_7994,CCCCC,20,8,5,28
hash_7995,CCCCCC,19,5,3,30
hash_7996,CCCCCCC,20,6,3,31
hash_7997,CCCCCCCC,26,6,6,27
hash_7998,CCCCCCCCC,20,5,2,22
hash_7999,CCCCCCCCCC,26,5,4,29
hash_8000,C,27,7,7,17
hash_8001,CC,12,3,8,25
hash_8002,CCC,22,1,7,25
hash_8003,CCCC,23,5,8,20
hash_8004,CCCCC,13,6,9,24
hash_8005,CCCCCC,21,9,9,29
hash_8006,CCCCCCC,19,3,6,22
hash_8007,CCCCCCCC,19,5,9,31
hash_8008,CCCCCCCCC,20,4,3,33
hash_8009,CCCCCCCCCC,17,5,2,24
hash_8010,C,22,4,6,30
hash_8011,CC,22,4,7,21
hash_8012,CCC,17,6,4,25
hash_8013,CCCC,21,2,7,25
hash_8014,CCCCC,13,7,6,34
hash_8015,CCCCCC,18,10,1,27
hash_8016,CCCCCCC,22,4,5,35
hash_8017,CCCCCCCC,22,3,3,25
hash_8018,CCCCCCCCC,24,4,4,29
hash_8019,CCCCCCCCCC,28,4,3,24
hash_8020,C,7,11,4,21
hash_8021,CC,20,3,4,18
hash_8022,CCC,23,7,8,24
hash_8023,CCCC,18,5,5,26
hash_8024,CCCCC,16,1,4,22
hash_8025,CCCCCC,18,3,3,24
hash_8026,CCCCCCC,17,5,4,28
hash_8027,CCCCCCCC,21,6,2,30
hash_8028,CCCCCCCCC,18,5,5,25
hash_8029,CCCCCCCCCC,15,9,5,24
hash_8030,C,25,5,3,25
hash_8031,CC,21,8,6,17
hash_8032,CCC,19,9,5,24
hash_8033,CCCC,22,4,3,15
hash_8034,CCCCC,24,7,3,34
hash_8035,CCCCCC,17,8,4,25
hash_8036,CCCCCCC,30,3,4,32
hash_8037,CCCCCCCC,26,4,4,24
hash_8038,CCCCCCCCC,24,7,3,27
hash_8039,CCCCCCCCCC,25,4,8,33
hash_8040,C,17,6,4,28
hash_8041,CC,17,2,9,27
hash_8042,CCC,15,3,3,18
hash_8043,CCCC,18,6,5,18
hash_8044,CCCCC,20,7,5,25
hash_8045,CCCCCC,20,2,7,24
hash_8046,CCCCCCC,20,8,8,30
hash_8047,CCCCCCCC,19,5,6,22
hash_8048,CCCCCCCCC,23,4,6,17
hash_8049,CCCCCCCCCC,21,6,2,22
hash_8050,C,20,6,3,16
hash_8051,CC,22,5,4,26
hash_8052,CCC,21,4,4,23
hash_8053,CCCC,26,8,6,27
hash_8054,CCCCC,24,3,0,24
hash_8055,CCCCCC,19,9,2,21
hash_8056,CCCCCCC,23,9,3,27
hash_8057,CCCCCCCC,22,7,3,19
hash_8058,CCCCCCCCC,22,10,4,24
hash_8059,CCCCCCCCCC,19,4,12,29
hash_8060,C,16,6,7,32
hash_8061,CC,24,6,7,26
hash_8062,CCC,19,6,6,23
hash_8063,CCCC,17,7,6,25
hash_8064,CCCCC,13,7,7,26
hash_8065,CCCCCC,17,9,4,23
hash_8066,CCCCCCC,25,6,5,33
hash_8067,CCCCCCCC,20,1,7,22
hash_8068,CCCCCCCCC,19,7,5,22
hash_8069,CCCCCCCCCC,21,6,6,16
hash_8070,C,18,2,4,22
hash_8071,CC,8,11,5,19
hash_8072,CCC,17,7,5,27
hash_8073,CCCC,17,4,1,21
hash_8074,CCCCC,23,6,3,19
hash_8075,CCCCCC,20,3,3,24
hash_8076,CCCCCCC,18,6,8,26
hash_8077,CCCCCCCC,21,3,4,27
hash_8078,CCCCCCCCC,13,7,3,42
hash_8079,CCCCCCCCCC,17,3,3,28
hash_8080,C,24,5,4,16
hash_8081,CC,13,4,12,20
hash_8082,CCC,14,7,8,30
hash_8083,CCCC,28,3,6,27
hash_8084,CCCCC,15,6,5,24
hash_8085,CCCCCC,16,8,4,25
hash_8086,CCCCCCC,22,3,2,21
hash_8087,CCCCCCCC,26,8,4,31
hash_8088,CCCCCCCCC,19,4,3,27
hash_8089,CCCCCCCCCC,21,10,5,18
hash_8090,C,22,4,7,27
hash_8091,CC,18,10,3,24
hash_8092,CCC,19,4,8,19
hash_8093,CCCC,28,3,5,28
hash_8094,CCCCC,20,11,4,19
hash_8095,CCCCCC,24,4,6,35
hash_8096,CCCCCCC,18,3,1,24
hash_8097,CCCCCCCC,22,4,6,26
hash_8098,CCCCCCCCC,27,5,9,29
hash_8099,CCCCCCCCCC,31,5,8,24
hash_8100,C,13,3,1,31
hash_8101,CC,18,4,4,43
hash_8102,CCC,24,5,6,24
hash_8103,CCCC,19,8,2,18
hash_8104,CCCCC,22,3,0,22
hash_8105,CCCCCC,18,3,4,23
hash_8106,CCCCCCC,21,1,6,25
hash_8107,CCCCCCCC,20,1,5,30
hash_8108,CCCCCCCCC,20,3,4,27
hash_8109,CCCCCCCCCC,22,7,2,16
hash_8110,C,26,5,5,22
hash_8111,CC,23,4,5,27
hash_8112,CCC,18,4,3,29
hash_8113,CCCC,17,4,5,24
hash_8114,CCCCC,19,3,2,28
hash_8115,CCCCCC,17,4,3,19
hash_8116,CCCCCCC,12,9,3,18
hash_8117,CCCCCCCC,28,5,6,29
hash_8118,CCCCCCCCC,24,2,2,26
hash_8119,CCCCCCCCCC,16,2,11,29
hash_8120,C,16,4,4,14
hash_8121,CC,20,4,4,34
hash_8122,CCC,22,7,10,31
hash_8123,CCCC,13,4,4,17
hash_8124,CCCCC,17,5,4,31
hash_8125,CCCCCC,16,7,2,26
hash_8126,CCCCCCC,23,2,6,30
hash_8127,CCCCCCCC,15,4,11,22
hash_8128,CCCCCCCCC,19,11,5,18
hash_8129,CCCCCCCCCC,19,7,7,22
hash_8130,C,25,3,5,26
hash_8131,CC,14,10,9,24
hash_8132,CCC,19,5,8,29
hash_8133,CCCC,13,10,3,28
hash_8134,CCCCC,12,4,3,24
hash_8135,CCCCCC,26,6,3,25
hash_8136,CCCCCCC,21,2,6,30
hash_8137,CCCCCCCC,10,8,6,35
hash_8138,CCCCCCCCC,12,4,8,28
hash_8139,CCCCCCCCCC,25,8,2,27
hash_8140,C,25,4,3,20
hash_8141,CC,21,4,4,32
hash_8142,CCC,16,4,5,27
hash_8143,CCCC,21,5,5,24
hash_8144,CCCCC,29,2,7,22
hash_8145,CCCCCC,20,2,2,22
hash_8146,CCCCCCC,25,5,3,26
hash_8147,CCCCCCCC,19,11,5,16
hash_8148,CCCCCCCCC,27,5,7,13
hash_8149,CCCCCCCCCC,27,6,11,29
hash_8150,C,17,4,6,19
hash_8151,CC,17,3,5,18
hash_8152,CCC,13,3,10,17
hash_8153,CCCC,16,3,5,34
hash_8154,CCCCC,27,4,3,20
hash_8155,CCCCCC,21,5,2,22
hash_8156,CCCCCCC,14,3,6,25
hash_8157,CCCCCCCC,19,6,4,27
hash_8158,CCCCCCCCC,20,5,7,25
hash_8159,CCCCCCCCCC,14,6,2,32
hash_8160,C,25,5,6,17
hash_8161,CC,23,8,3,26
hash_8162,CCC,20,2,10,21
hash_8163,CCCC,22,3,6,22
hash_8164,CCCCC,15,5,2,36
hash_8165,CCCCCC,21,7,6,25
